コード,会社名,会社名（カナ）,会社名（英語）,銘柄名,所在地,連結の有無,市場,33業種コード,33業種区分,17業種コード,17業種区分,決算日,総資産（百万）,売上高（百万）
1897,金下建設株式会社,カネシタケンセツカブシキガイシャ,"The Kaneshita Construction Co.,Ltd.",金下建設,宮津市字須津４７１番地の１,有,スタンダード（内国株式）,2050,建設業,3,建設・資材,12月31日,19983,7633
1898,世紀東急工業株式会社,セイキトウキュウコウギョウカブシキガイシャ,"SEIKITOKYU KOGYO CO.,LTD.",世紀東急工業,港区芝公園二丁目９番３号,有,プライム（内国株式）,2050,建設業,3,建設・資材,3月31日,79409,90025
1899,株式会社福田組,カブシキガイシャフクダグミ,FUKUDA CORPORATION,福田組,新潟市中央区一番堀通町３番地１０,有,プライム（内国株式）,2050,建設業,3,建設・資材,12月31日,130755,179846
1904,大成温調株式会社,タイセイオンチョウカブシキガイシャ,"taisei oncho co.,ltd.",大成温調,品川区大井一丁目４９番１０号,有,スタンダード（内国株式）,2050,建設業,3,建設・資材,3月31日,39988,48633
1905,株式会社テノックス,カブシキガイシャテノックス,tenox corporation,テノックス,港区芝五丁目２５番１１号,有,スタンダード（内国株式）,2050,建設業,3,建設・資材,3月31日,18163,15906
1909,日本ドライケミカル株式会社,ニッポンドライケミカルカブシキガイシャ,"Nippon Dry-Chemical CO.,LTD.",日本ドライケミカル,北区田端六丁目１番１号,有,スタンダード（内国株式）,3600,機械,8,機械,3月31日,40025,43073
1911,住友林業株式会社,スミトモリンギョウカブシキガイシャ,"Sumitomo Forestry Co.,Ltd.",住友林業,千代田区大手町一丁目３番２号,有,プライム（内国株式）,2050,建設業,3,建設・資材,12月31日,1314226,1385930
1914,日本基礎技術株式会社,ニホンキソギジュツカブシキガイシャ,"japan foundation engineering co.,ltd.",日本基礎技術,大阪市北区天満１丁目９番１４号,有,スタンダード（内国株式）,2050,建設業,3,建設・資材,3月31日,30857,22854
1921,株式会社　巴コーポレーション,カブシキガイシャ　トモエコーポレーション,TOMOE CORPORATION,巴コーポレーション,中央区月島四丁目１６番１３号,有,スタンダード（内国株式）,2050,建設業,3,建設・資材,3月31日,51005,23222
1925,大和ハウス工業株式会社,ダイワハウスコウギョウカブシキガイシャ,"DAIWA HOUSE INDUSTRY CO., LTD.",大和ハウス工業,大阪市北区梅田三丁目３番５号,有,プライム（内国株式）,2050,建設業,3,建設・資材,3月31日,5053052,4126769
1926,ライト工業株式会社,ライトコウギョウカブシキガイシャ,"RAITO KOGYO CO., LTD.",ライト工業,千代田区九段北４－２－３５,有,プライム（内国株式）,2050,建設業,3,建設・資材,3月31日,112610,108209
1928,積水ハウス株式会社,セキスイハウスカブシキガイシャ,"Sekisui House,Ltd.",積水ハウス,大阪市北区大淀中一丁目１番８８号,有,プライム（内国株式）,2050,建設業,3,建設・資材,1月31日,2625861,2446904
1929,日特建設株式会社,ニットクケンセツカブシキガイシャ,"NITTOC CONSTRUCTION CO.,LTD.",日特建設,中央区東日本橋３丁目１０番６号,有,プライム（内国株式）,2050,建設業,3,建設・資材,3月31日,51971,67955
1930,北陸電気工事株式会社,ホクリクデンキコウジカブシキガイシャ,"hokuriku electrical construction co.,ltd.",北陸電気工事,富山市小中２６９番,有,プライム（内国株式）,2050,建設業,3,建設・資材,3月31日,53698,44888
1934,株式会社ユアテック,カブシキガイシャユアテック,YURTEC CORPORATION,ユアテック,仙台市宮城野区榴岡４丁目１番１号,有,プライム（内国株式）,2050,建設業,3,建設・資材,3月31日,200116,197092
1938,日本リーテック株式会社,ニッポンリーテックカブシキガイシャ,"NIPPON RIETEC CO.,LTD.",日本リーテック,千代田区神田錦町一丁目６番地,有,プライム（内国株式）,2050,建設業,3,建設・資材,3月31日,80618,55200
1939,株式会社四電工,カブシキガイシャヨンデンコウ,YONDENKO CORPORATION,四電工,高松市花ノ宮町２丁目３番９号,有,プライム（内国株式）,2050,建設業,3,建設・資材,3月31日,98998,89629
1941,株式会社中電工,カブシキガイシャチュウデンコウ,CHUDENKO CORPORATION,中電工,広島市中区小網町６番１２号,有,プライム（内国株式）,2050,建設業,3,建設・資材,3月31日,276519,184482
1942,株式会社関電工,カブシキガイシャカンデンコウ,"KANDENKO CO.,LTD.",関電工,港区芝浦４丁目８番３３号,有,プライム（内国株式）,2050,建設業,3,建設・資材,3月31日,456999,556045
1944,株式会社きんでん,カブシキガイシャキンデン,KINDEN CORPORATION,きんでん,大阪市北区本庄東二丁目３番４１号,有,プライム（内国株式）,2050,建設業,3,建設・資材,3月31日,683022,556273
1945,株式会社東京エネシス,カブシキガイシャトウキョウエネシス,TOKYO ENERGY & SYSTEMS INC.,東京エネシス,中央区日本橋茅場町一丁目３番１号,有,プライム（内国株式）,2050,建設業,3,建設・資材,3月31日,89616,59514
1946,株式会社トーエネック,カブシキガイシャトーエネック,TOENEC CORPORATION,トーエネック,名古屋市中区栄一丁目２０番３１号,有,プライム（内国株式）,2050,建設業,3,建設・資材,3月31日,308232,215677
1948,株式会社弘電社,カブシキガイシャコウデンシャ,"The Kodensha,Co.,Ltd.",弘電社,中央区銀座５丁目１１番１０号,有,スタンダード（内国株式）,2050,建設業,3,建設・資材,3月31日,29234,32424
1949,住友電設株式会社,スミトモデンセツカブシキガイシャ,"SUMITOMO DENSETSU CO.,LTD.",住友電設,大阪市西区阿波座２丁目１番４号,有,プライム（内国株式）,2050,建設業,3,建設・資材,3月31日,146733,154053
1950,日本電設工業株式会社,ニッポンデンセツコウギョウカブシキガイシャ,"NIPPON DENSETSU KOGYO CO.,LTD",日本電設工業,台東区池之端一丁目２番２３号,有,プライム（内国株式）,2050,建設業,3,建設・資材,3月31日,265657,195695
1951,エクシオグループ株式会社,エクシオグループカブシキガイシャ,"EXEO Group, Inc.",エクシオグループ,渋谷区渋谷三丁目２９番２０号,有,プライム（内国株式）,2050,建設業,3,建設・資材,3月31日,491574,573339
1952,新日本空調株式会社,シンニッポンクウチョウカブシキガイシャ,"Shin Nippon Air Technologies Co., Ltd.",新日本空調,中央区日本橋浜町二丁目３１番１号,有,プライム（内国株式）,2050,建設業,3,建設・資材,3月31日,98634,107253
1954,日本工営株式会社,ニホンコウエイカブシキガイシャ,"Nippon Koei Co., Ltd.",日本工営,千代田区麹町５丁目４番地,有,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6月30日,156137,117859
1959,株式会社九電工,カブシキガイシャキュウデンコウ,KYUDENKO CORPORATION,九電工,福岡市南区那の川一丁目２３番３５号,有,プライム（内国株式）,2050,建設業,3,建設・資材,3月31日,366532,391901
1960,株式会社サンテック,カブシキガイシャサンテック,Sanyo Engineering & Construction Inc.,サンテック,千代田区二番町３番地１３,有,スタンダード（内国株式）,2050,建設業,3,建設・資材,3月31日,44858,41656
1961,三機工業株式会社,サンキコウギョウカブシキガイシャ,"SANKI ENGINEERING CO.,LTD.",三機工業,中央区明石町８番１号,有,プライム（内国株式）,2050,建設業,3,建設・資材,3月31日,171313,190067
1963,日揮ホールディングス株式会社,ニッキホールディングスカブシキガイシャ,JGC HOLDINGS CORPORATION,日揮ホールディングス,横浜市西区みなとみらい２丁目３番１号,有,プライム（内国株式）,2050,建設業,3,建設・資材,3月31日,702529,433970
1964,中外炉工業株式会社,チュウガイロコウギョウカブシキガイシャ,"Chugai Ro Co.,Ltd.",中外炉工業,大阪市中央区平野町３丁目６番１号,有,プライム（内国株式）,2050,建設業,3,建設・資材,3月31日,38577,24718
1965,株式会社テクノ菱和,カブシキガイシャテクノリョウワ,TECHNO RYOWA LTD.,テクノ菱和,港区芝大門二丁目１２番８号,有,スタンダード（内国株式）,2050,建設業,3,建設・資材,3月31日,62443,54871
1966,株式会社　高田工業所,カブシキガイシャ　タカダコウギョウショ,TAKADA CORPORATION,高田工業所,北九州市八幡西区築地町１番１号,有,スタンダード（内国株式）,2050,建設業,3,建設・資材,3月31日,30976,47794
1967,株式会社ヤマト,カブシキガイシャヤマト,YAMATO CORPORATION,ヤマト,前橋市古市町１１８番地,有,スタンダード（内国株式）,2050,建設業,3,建設・資材,3月20日,44408,43767
1968,太平電業株式会社,タイヘイデンギョウカブシキガイシャ,"TAIHEI DENGYO KAISHA,LTD.",太平電業,千代田区神田神保町二丁目４番地,有,プライム（内国株式）,2050,建設業,3,建設・資材,3月31日,128757,127779
1969,高砂熱学工業株式会社,タカサゴネツガクコウギョウカブシキガイシャ,"Takasago Thermal Engineering Co., Ltd.",高砂熱学工業,新宿区新宿六丁目２７番３０号,有,プライム（内国株式）,2050,建設業,3,建設・資材,3月31日,271146,275181
1971,中央ビルト工業株式会社,チュウオウビルトコウギョウカブシキガイシャ,"CHUO BUILD INDUSTRY CO.,LTD.",中央ビルト工業,中央区日本橋富沢町１１番１２号,無,スタンダード（内国株式）,3550,金属製品,3,建設・資材,3月31日,7723,7947
1972,三晃金属工業株式会社,サンコウキンゾクコウギョウカブシキガイシャ,"Sanko Metal Industrial Co., Ltd.",三晃金属工業,港区芝浦４丁目１３番２３号,無,スタンダード（内国株式）,2050,建設業,3,建設・資材,3月31日,30421,32239
1973,ＮＥＣネッツエスアイ株式会社,エヌイーシーネッツエスアイカブシキガイシャ,NEC Networks & System Integration Corporation,ＮＥＣネッツエスアイ,文京区後楽二丁目６番１号,有,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,250338,339109
1975,株式会社朝日工業社,カブシキガイシャアサヒコウギョウシャ,"ASAHI KOGYOSHA CO.,LTD.",朝日工業社,港区浜松町一丁目２５番７号,有,プライム（内国株式）,2050,建設業,3,建設・資材,3月31日,71500,70435
1976,明星工業株式会社,メイセイコウギョウカブシキガイシャ,"MEISEI INDUSTRIAL Co.,Ltd.",明星工業,大阪市西区京町堀１丁目８番５号,有,プライム（内国株式）,2050,建設業,3,建設・資材,3月31日,68920,50533
1979,株式会社大気社,カブシキガイシャタイキシャ,Taikisha Ltd.,大氣社,新宿区西新宿八丁目１７番１号,有,プライム（内国株式）,2050,建設業,3,建設・資材,3月31日,228855,202548
1980,ダイダン株式会社,ダイダンカブシキガイシャ,"DAI-DAN CO.,LTD.",ダイダン,大阪市西区江戸堀１丁目９番２５号,有,プライム（内国株式）,2050,建設業,3,建設・資材,3月31日,132210,157712
1981,株式会社協和日成,カブシキガイシャキョウワニッセイ,"KYOWANISSEI CO.,LTD.",協和日成,中央区入船三丁目８番５号,無,スタンダード（内国株式）,2050,建設業,3,建設・資材,3月31日,26106,34485
